# # Time 	 Separation 	 Orbital Phase 
# 
8.248430525000000069e-01	2.335645502000000207e+00	-3.315115988008354737e-16
8.303787666999999928e-01	2.335602721999999964e+00	-3.380544356121879925e-16
8.359144809999999870e-01	2.335559225999999988e+00	-3.444162679520934880e-16
8.414501952999999812e-01	2.335515007999999781e+00	-3.506085708698644490e-16
8.469859095999999754e-01	2.335470066000000067e+00	-3.566540547559302292e-16
8.525216238999999696e-01	2.335424392000000182e+00	-3.625156056004744863e-16
8.580573381999999638e-01	2.335377983999999962e+00	-3.682591120975472802e-16
8.635930524999999580e-01	2.335330837999999964e+00	-3.738986304603407886e-16
8.691287667000000550e-01	2.335282948000000136e+00	-3.794578416970481664e-16
8.746644810000000492e-01	2.335234307999999981e+00	-3.849686698761879010e-16
8.802001953000000434e-01	2.335184917999999943e+00	-3.904674629283470103e-16
8.857359096000000376e-01	2.335134768000000083e+00	-3.959932660297745936e-16
8.912716239000000318e-01	2.335083857999999957e+00	-4.015882396631256329e-16
8.968073382000000260e-01	2.335032179999999791e+00	-4.072971936515239730e-16
9.023430525000000202e-01	2.334979734000000029e+00	-4.131001124140806000e-16
9.078787667000000061e-01	2.334926509999999844e+00	-4.190740769824057585e-16
9.134144810000000003e-01	2.334872509999999846e+00	-4.252059107929622993e-16
9.189501952999999945e-01	2.334817724000000094e+00	-4.314598303092203551e-16
9.244859095999999887e-01	2.334762152000000146e+00	-4.377925183190137334e-16
9.300216238999999829e-01	2.334705785999999783e+00	-4.441750497293709672e-16
9.355573381999999771e-01	2.334648624000000172e+00	-4.506072941278720982e-16
9.410930524999999713e-01	2.334590663999999816e+00	-4.571114345893744151e-16
9.466287666999999573e-01	2.334531896000000106e+00	-4.636455552629553068e-16
9.521644809999999515e-01	2.334472321999999878e+00	-4.702723831223046717e-16
9.577001952999999457e-01	2.334411933999999800e+00	-4.769763360882476025e-16
9.632359096000000509e-01	2.334350727999999986e+00	-4.837493417141727991e-16
9.687716239000000451e-01	2.334288701999999827e+00	-4.905956307884318856e-16
9.743073382000000393e-01	2.334225850000000158e+00	-4.975168253748881259e-16
9.798430525000000335e-01	2.334162169999999925e+00	-5.044979571406557991e-16
9.853787667000000194e-01	2.334097655999999965e+00	-5.115094900725096255e-16
9.909144810000000136e-01	2.334032303999999947e+00	-5.185176886052216543e-16
9.964501953000000078e-01	2.333966112000000148e+00	-5.254941054602595501e-16
1.001985909999999924e+00	2.333899074000000073e+00	-5.324291713567044885e-16
1.007521624000000005e+00	2.333831188000000001e+00	-5.393403430685493513e-16
1.013057338000000085e+00	2.333762447999999878e+00	-5.462674115321954375e-16
1.018593051999999943e+00	2.333692851999999984e+00	-5.532596672666159960e-16
1.024128767000000106e+00	2.333622395999999988e+00	-5.602988023431704798e-16
1.029664480999999965e+00	2.333551073999999836e+00	-5.675012732119014294e-16
1.035200195000000045e+00	2.333478885999999974e+00	-5.748835820406905019e-16
1.040735909999999986e+00	2.333405824000000184e+00	-5.824145910762927233e-16
1.046271624000000067e+00	2.333331885999999855e+00	-5.900288640721896795e-16
1.051807337999999925e+00	2.333257070000000155e+00	-5.976664471009188727e-16
1.057343052000000005e+00	2.333181367999999978e+00	-6.052240801196042864e-16
1.062878766999999947e+00	2.333104781999999933e+00	-6.127698959043152493e-16
1.068414481000000027e+00	2.333027302000000081e+00	-6.203066676328161960e-16
1.073950195000000107e+00	2.332948930000000143e+00	-6.278413651343837497e-16
1.079485910000000048e+00	2.332869660000000067e+00	-6.353831888747697907e-16
1.085021623999999907e+00	2.332789485999999801e+00	-6.429427670182838095e-16
1.090557337999999987e+00	2.332708407999999789e+00	-6.505354971053030487e-16
1.096093052000000068e+00	2.332626422000000144e+00	-6.581885913320071294e-16
1.101628767000000009e+00	2.332543521999999925e+00	-6.659396546085111041e-16
1.107164481000000089e+00	2.332459705999999855e+00	-6.738223208559899589e-16
1.112700194999999947e+00	2.332374970000000047e+00	-6.818595350472312571e-16
1.118235910000000111e+00	2.332289311999999892e+00	-6.900694573864257121e-16
1.123771623999999969e+00	2.332202725999999782e+00	-6.984604514178928044e-16
1.129307338000000049e+00	2.332115209999999994e+00	-7.069354721116028859e-16
1.134843051999999908e+00	2.332026760000000198e+00	-7.155316618236404314e-16
1.140378767000000071e+00	2.331937372000000064e+00	-7.241986908729039305e-16
1.145914480999999929e+00	2.331847043999999869e+00	-7.328964889860075386e-16
1.151450195000000010e+00	2.331755772000000171e+00	-7.416000350314560793e-16
1.156985909999999951e+00	2.331663552000000195e+00	-7.502195112582005838e-16
1.162521624000000031e+00	2.331570382000000219e+00	-7.588508651762415221e-16
1.168057337999999890e+00	2.331476256000000191e+00	-7.675079041422585256e-16
1.173593051999999970e+00	2.331381171999999946e+00	-7.761825044883737731e-16
1.179128766999999911e+00	2.331285128000000206e+00	-7.848449005333336276e-16
1.184664480999999991e+00	2.331188120000000197e+00	-7.934659666161989844e-16
1.190200195000000072e+00	2.331090141999999865e+00	-8.019431280319832412e-16
1.195735910000000013e+00	2.330991194000000100e+00	-8.103689525993121480e-16
1.201271624000000093e+00	2.330891269999999960e+00	-8.187798706715307516e-16
1.206807337999999952e+00	2.330790369999999889e+00	-8.272392661378637595e-16
1.212343052000000032e+00	2.330688487999999836e+00	-8.358169118823913359e-16
1.217878766999999973e+00	2.330585622000000079e+00	-8.445633613369986844e-16
1.223414481000000054e+00	2.330481767999999843e+00	-8.534951161222730226e-16
1.228950194999999912e+00	2.330376922000000128e+00	-8.625947232067549983e-16
1.234485910000000075e+00	2.330271081999999883e+00	-8.718297479177147224e-16
1.240021623999999933e+00	2.330164245999999828e+00	-8.811695757175393560e-16
1.245557338000000014e+00	2.330056407999999912e+00	-8.905805871803599317e-16
1.251093052000000094e+00	2.329947565999999970e+00	-8.999182284602537176e-16
1.256628767000000035e+00	2.329837717999999835e+00	-9.092170178352311309e-16
1.262164480999999894e+00	2.329726860000000066e+00	-9.184376875836851387e-16
1.267700194999999974e+00	2.329614987999999887e+00	-9.275722190709050645e-16
1.273235909999999915e+00	2.329502097999999854e+00	-9.366281437880035077e-16
1.278771623999999996e+00	2.329388189999999970e+00	-9.455019620409426328e-16
1.284307338000000076e+00	2.329273259999999901e+00	-9.542594508640864341e-16
1.289843051999999934e+00	2.329157302000000040e+00	-9.628783122866984081e-16
1.295378767000000098e+00	2.329040315999999944e+00	-9.713856374481067475e-16
1.300914480999999956e+00	2.328922296000000003e+00	-9.798625630058375736e-16
1.306450195000000036e+00	2.328803242000000218e+00	-9.883980606378766769e-16
1.311985909999999977e+00	2.328683149999999813e+00	-9.970417418101728978e-16
1.317521624000000058e+00	2.328562015999999790e+00	-1.005798828593449082e-15
1.323057337999999916e+00	2.328439837999999984e+00	-1.014664368579661666e-15
1.328593051999999997e+00	2.328316612000000063e+00	-1.023643659851188624e-15
1.334128766999999938e+00	2.328192335999999862e+00	-1.032747360611533208e-15
1.339664481000000018e+00	2.328067005999999939e+00	-1.041868924626648012e-15
1.345200195000000098e+00	2.327940620000000127e+00	-1.051085298730686659e-15
1.350735910000000040e+00	2.327813174000000096e+00	-1.060364496416412098e-15
1.356271623999999898e+00	2.327684666000000124e+00	-1.069694283924968610e-15
1.361807337999999978e+00	2.327555090000000160e+00	-1.079086188245709666e-15
1.367343052000000059e+00	2.327424447999999924e+00	-1.088451352385209615e-15
1.372878767000000000e+00	2.327292733999999808e+00	-1.097897113101200440e-15
1.378414481000000080e+00	2.327159943999999925e+00	-1.107422274366888184e-15
1.383950194999999939e+00	2.327026077999999831e+00	-1.117060666648876404e-15
1.389485910000000102e+00	2.326891132000000084e+00	-1.126880548874772139e-15
1.395021623999999960e+00	2.326755101999999908e+00	-1.136937479894693332e-15
